Unnamed: 0,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_ident,Densidad_cuarta,pH_ident,Sulfatos_cuarta,Alcohol_sqr,CalifProductor_ident,PrecioBotella_log,aleatorio_cuarta,aleatorio2_log,Compra
96,-1.22,0.26,11.0,0.03,0.99402,1.9,0.36,11.2,2,2.07,B,****,1,0.0,0.267654811,0.164193282,1.07829544,1.316496351,3.254160467,3.037919351,90.93727301,1.117009883,69.65657842,10.21554961,1.519975853,-0.324351833,0.737292669,-0.566805425,1
97,0.155,1.43,-41.0,0.025,0.9934,3.18,0.61,3.9,3,2.29,R,***,1,0.0,0.171132546,0.130086679,2.864462586,1.447734145,1.698910979,3.02198116,88.12625184,3.048962113,99.51494617,1.238813051,2.279913779,-0.137391852,0.123232097,-0.799645221,1
98,0.21,-0.15,0.8,0.034,0.9917,3.3,-0.78,11.2,3,2.92,B,****,2,16.66666667,0.919748231,0.211841943,2.935909272,1.259575468,2.949092298,3.050669905,80.75248524,3.230082635,7.595394882,10.21554961,2.279913779,0.26025347,102.7893351,-0.312012261,1
99,0.01,1.42,8.4,-0.251,1.03166,3.09,-1.38,8.8,3,4.5,R,Desc,3,0.0,0.619574824,0.353756696,2.676103141,1.446754975,3.176397992,2.142192974,430.0846527,2.913121722,1.054497805,6.306645904,2.279913779,0.860656453,21.16706687,0.200752527,1
100,0.55,-0.28,-11.8,0.149,0.9959,2.14,0.22,9.7,3,2.36,R,Desc,3,16.66666667,0.373703853,0.270124815,3.377579693,1.23980613,2.572243383,3.417248315,99.87323932,1.479250926,56.20321283,7.662550728,2.279913779,-0.084555276,2.801708784,-0.068970806,0
101,-0.63,-0.95,13.4,-0.336,0.9989,3.22,0.53,9.0,3,1.0,B,*,3,0.0,0.265981196,0.068807147,1.844723525,1.118887251,3.325941212,1.871243714,115.4766835,3.109335621,89.08381656,6.596557518,2.279913779,-9.210340372,0.719025078,-1.436523591,1
102,1.695,0.11,4.1,0.481,0.96126,2.66,0.38,12.5,4,1.0,R,Desc,1,0.0,0.494618925,0.199125802,4.864969789,1.296534258,3.047790823,4.475544249,10.78549475,2.26410652,71.75919745,12.72456344,3.039851705,-9.210340372,8.597633758,-0.373915248,2
103,0.22,-0.6,109.9,0.316,0.99834,3.05,1.79,9.1,2,6.18,R,*,1,0.0,0.497618675,0.107814244,2.948899578,1.186644166,6.212125358,3.949583921,112.4341504,2.852748215,385.2736677,6.743956304,1.519975853,1.252684825,8.808103221,-0.987432944,2
104,-0.86,0.25,-36.9,0.045,1.04206,4.26,0.43,15.0,2,1.04,R,*,2,0.0,0.419644642,0.521401434,1.545946475,1.315193576,1.821536419,3.085733927,604.7417985,4.679046808,77.22398457,18.32320014,1.519975853,-3.607331064,4.454838424,0.588661411,0
105,0.99,0.15,1.2,0.053,1.03601,3.86,0.43,9.2,3,1.15,M,*,1,0.0,0.764433211,0.299998806,3.949153179,1.301947689,2.961055755,3.111235034,497.7434246,4.075311736,77.22398457,6.892983742,2.279913779,-2.288282504,49.04966301,0.035922753,1
106,0.24,0.46,2.2,0.033,1.02888,3.04,0.25,5.4,2,1.36,M,**,2,7.692307692,0.479367614,0.196210303,2.974880191,1.341775712,2.990964399,3.047482266,390.6202368,2.837654838,58.90579596,2.37488399,1.519975853,-1.413388982,7.585294033,-0.388664825,0
107,0.625,0.16,2.0,0.404,0.9962,3.14,0.23,11.0,4,2.15,MB,Desc,2,7.692307692,0.433847613,0.161257464,3.475006992,1.303290551,2.984982671,4.230096096,101.3579026,2.988588606,57.09351073,9.853977269,3.039851705,-0.252258161,5.08923009,-0.584847218,0
108,0.42,0.26,-32.9,0.088,1.0739,2.81,0.55,9.2,3,3.01,MM,Desc,3,0.0,0.772080588,0.894972016,3.208705708,1.316496351,1.941170995,3.222802376,1476.674885,2.490507172,91.61077724,6.892983742,2.279913779,0.306059554,51.04204242,1.128931856,0
109,0.655,-1.19,48.8,-0.236,0.96197,2.71,0.88,5.3,2,2.59,B,***,1,0.0,0.291320129,0.771904697,3.513977911,1.064143804,4.38470721,2.190007549,11.4589804,2.339573404,141.5836498,2.287745358,1.519975853,0.071678299,1.034698792,0.981000888,1
110,0.35,0.53,2.6,0.07,0.9972,3.15,-0.16,11.0,7,2.18,B,Desc,3,0.0,0.347904311,0.356337826,3.117773563,1.35029509,3.002927857,3.165424886,106.4265697,3.003681983,29.39357716,9.853977269,5.319665484,-0.226508937,2.104539045,0.208022332,0
111,0.835,0.16,109.9,0.051,0.99564,3.67,0.38,10.8,1,3.78,R,***,2,7.692307692,0.598839071,0.160363483,3.747803429,1.303290551,6.212125358,3.104859757,98.59977719,3.788537577,71.75919745,9.498919544,0.760037926,0.630355365,18.47258055,-0.59040638,1
112,0.32,-0.59,8.3,0.036,1.00919,4.23,0.52,12.6,2,5.14,M,Desc,1,0.0,0.284172341,0.483851043,3.078802643,1.188416515,3.173407128,3.057045181,183.168583,4.633766677,87.84012279,12.92896508,1.519975853,1.028582735,0.936831291,0.513918581,1
113,-1.04,-0.38,5.9,0.448,1.0167,3.12,0.66,15.7,2,5.22,R,*,1,0.0,0.243023929,0.058225403,1.312120958,1.223928941,3.101626382,4.370352183,248.7398799,2.958401853,106.4834134,20.07322752,1.519975853,1.047721397,0.501124345,-1.603503696,1
114,0.42,1.48,-51.4,-0.339,0.99013,3.14,0.88,18.5,2,1.35,B,Desc,3,0.0,0.214191703,0.314793967,3.208705708,1.452600436,1.387861081,1.861680799,74.36293817,2.988588606,141.5836498,27.87137695,1.519975853,-1.441548116,0.302394605,0.084062265,1
115,0.86,0.36,39.6,-0.29,0.9982,3.23,0.51,9.3,4,1.0,R,Desc,1,0.0,0.177882549,0.018922885,3.780279195,1.329316297,4.109547685,2.017875078,111.6830053,3.124428997,86.60949705,7.043639834,3.039851705,-9.210340372,0.143853727,-2.7273753,0
116,-0.2,0.56,1.9,-0.278,1.0739,4.83,0.58,8.7,7,2.41,B,Desc,3,0.0,0.033347426,0.278989619,2.403306705,1.353897402,2.981991806,2.056126738,1476.674885,5.539369285,95.50154369,6.164133077,5.319665484,-0.04845413,0.000177933,-0.036680619,0
117,0.23,1.94,3.2,0.775,1.02365,3.02,1.29,13.3,5,4.07,R,**,3,0.0,0.408412434,0.692036088,2.961889885,1.495232096,3.020873043,5.412709925,323.8049493,2.807468085,229.3170141,14.40537879,3.799789632,0.729576969,3.996710754,0.871778227,1
118,0.31,-0.49,53.3,0.036,1.03461,2.12,-0.67,6.1,3,2.26,B,***,3,0.0,0.020547471,0.784458239,3.065812337,1.205718856,4.519296107,3.057045181,475.1559205,1.449064173,10.00912873,3.030456694,2.279913779,-0.160919618,2.57e-05,0.997133088,1
119,-0.48,-0.88,14.8,-0.313,0.97751,3.12,0.69,14.5,3,3.11,M,**,2,0.0,0.414656396,0.785356007,2.039578122,1.133433889,3.367813314,1.944559396,35.74113127,2.958401853,110.8363847,17.12204016,2.279913779,0.35460929,4.24677675,0.998276873,1
120,0.17,0.27,1.4,0.032,0.99254,3.14,0.67,9.6,2,3.4,R,***,2,7.692307692,0.152316018,0.000469797,2.883948046,1.31779527,2.967037484,3.044294628,84.33560921,2.988588606,107.9198867,7.505380025,1.519975853,0.483381604,0.077338206,-6.418667716,1
121,0.18,0.28,41.5,0.041,0.99207,3.13,0.45,9.3,2,5.86,R,**,3,0.0,0.792846729,0.844898241,2.896938352,1.319090359,4.166374108,3.072983373,82.31639538,2.973495229,79.49504952,7.043639834,1.519975853,1.188920089,56.75885182,1.071355745,1
122,-0.35,0.65,17.6,-0.124,0.9923,3.91,0.47,3.0,2,1.87,B,**,1,0.0,0.090222286,0.271193833,2.208452107,1.36453525,3.451557517,2.547023045,83.29993612,4.15077862,81.81584196,0.73306499,1.519975853,-0.531240754,0.009523184,-0.065021153,1
123,0.18,0.35,1.5,0.049,1.03452,3.7,0.04,10.2,2,2.02,B,**,2,0.0,0.954899589,0.124236635,2.896938352,1.328050923,2.970028349,3.09848448,473.7306624,3.833817707,41.88698749,8.472834034,1.519975853,-0.372201075,119.4268615,-0.845657325,1
124,0.33,-0.29,3.1,-0.312,0.97143,3.05,0.62,9.2,3,2.61,B,Desc,1,16.66666667,0.054967634,0.336825822,3.09179295,1.238245707,3.017882179,1.947747034,23.78060522,2.852748215,100.8804395,6.892983742,2.279913779,0.084177305,0.001312611,0.151709406,0
125,0.29,-0.3,1.4,0.666,0.98378,2.07,-1.24,9.0,3,1.96,R,***,3,0.0,0.362369875,0.630620954,3.039831724,1.236679362,2.967037484,5.065257345,52.30356958,1.373597289,1.837414187,6.596557518,2.279913779,-0.432816628,2.476983795,0.778845406,1
126,1.18,0.3,13.0,-0.633,1.0739,3.72,0.84,7.6,3,1.0,R,*,2,7.692307692,0.372606181,0.016975354,4.195969003,1.321669153,3.313977755,0.924515123,1476.674885,3.864004461,134.6362969,4.703983059,2.279913779,-9.210340372,2.768937237,-2.835971527,1
127,-0.4,1.24,-33.3,-0.522,0.98962,3.19,0.75,12.4,2,1.78,M,***,2,0.0,0.099248639,0.474320153,2.143500574,1.428779792,1.929207538,1.27834298,72.37138478,3.06405549,119.9413202,12.52179046,1.519975853,-0.640420418,0.013944388,0.494024098,2
128,1.35,1.54,-11.7,-0.098,0.9891,3.03,-0.55,13.3,2,2.32,R,*,3,0.0,0.751882732,0.689040863,4.416804214,1.458376169,2.575234248,2.629901642,70.38224293,2.822561461,13.25399926,14.40537879,1.519975853,-0.114404941,45.90699234,0.867440713,2
129,1.74,0.19,-33.6,0.289,0.99364,3.34,0.72,10.1,2,1.0,R,***,1,7.692307692,0.895482165,0.446345462,4.923426168,1.307294424,1.920234944,3.863517685,89.20654096,3.290456142,115.3214715,8.307520067,1.519975853,-9.210340372,92.36357345,0.433235095,2
130,2.68,2.06,1.1,0.564,0.99445,3.15,1.84,13.7,2,1.14,R,Desc,3,0.0,0.88418303,0.124383539,6.14451498,1.505774717,2.958064891,4.740118232,92.92597187,3.003681983,404.3662412,15.28487414,1.519975853,-2.357204964,87.78938942,-0.844475585,1
131,2.01,0.91,-7.7,0.645,1.0395,3.46,0.72,10.2,2,4.84,R,Desc,3,0.0,0.876503812,0.522814713,5.274164444,1.393944782,2.694868824,4.998316939,557.5559438,3.471576664,115.3214715,8.472834034,1.519975853,0.953362107,84.77910303,0.591368271,0
132,0.27,0.31,-24.6,-0.194,1.01824,4.17,0.66,14.2,2,1.16,R,Desc,3,0.0,0.420525734,0.189033891,3.013851111,1.32295291,2.18941274,2.32388836,264.1096846,4.543206417,106.4834134,16.420888,1.519975853,-2.223805598,4.492368851,-0.425925142,1
133,0.3,0.3,23.9,0.041,0.91473,3.31,0.66,18.2,2,1.49,R,Desc,1,7.692307692,0.577074599,0.847280622,3.05282203,1.321669153,3.639981974,3.072983373,1e-16,3.245176012,106.4834134,26.97478646,1.519975853,-1.105196665,15.93002646,1.074171496,0
134,0.22,0.21,-24.7,0.588,0.98675,3.1,0.55,17.4,3,1.55,R,Desc,1,0.0,0.82539466,0.920697056,2.948899578,1.309943374,2.186421876,4.816621553,61.89939466,2.928215099,91.61077724,24.65553921,2.279913779,-0.989716722,66.66870186,1.15727039,0
135,0.33,-2.08,-56.0,0.04,0.9828,4.21,1.88,11.0,3,2.35,MM,*,2,0.0,0.640626551,0.817505778,3.09179295,0.689243113,1.250281319,3.069795735,49.39699501,4.603579924,420.144189,9.853977269,2.279913779,-0.091934577,24.19379622,1.038397607,0
136,0.25,1.83,-45.4,0.049,0.99154,3.17,0.48,13.4,3,1.19,M,**,2,0.0,0.375911967,0.77857817,2.987870498,1.485368157,1.567312945,3.09848448,80.08314715,3.033868737,82.99511098,14.62280965,2.279913779,-2.052101284,2.868513469,0.989609169,1
137,0.48,1.06,1.8,0.034,0.991,3.68,-1.94,12.6,3,1.7,B,****,3,0.0,0.795920673,0.758847198,3.286647547,1.410099373,2.979000942,3.050669905,77.85481342,3.803630953,0.02817872,12.92896508,2.279913779,-0.74861232,57.64420608,0.963940281,1
138,0.21,0.28,7.5,0.07,1.0739,2.87,1.03,9.4,2,2.8,M,Desc,3,0.0,0.864734793,0.446767148,2.935909272,1.319090359,3.149480213,3.165424886,1476.674885,2.581067433,170.0552967,7.195924578,1.519975853,0.195720088,80.31667262,0.434179397,1
139,0.18,1.16,10.3,-0.52,0.96348,2.77,2.03,10.6,2,5.15,B,Desc,3,0.0,0.331649198,0.145402819,2.896938352,1.420568273,3.233224416,1.284718257,12.9957688,2.430133665,483.4559442,9.150376429,1.519975853,1.030995195,1.737949455,-0.688340026,0
140,1.64,1.97,75.6,-0.124,0.96292,2.94,0.44,9.1,3,1.39,M,**,3,0.0,0.99300602,0.110465218,4.793523103,1.49788867,5.186258869,2.547023045,12.40887086,2.68672107,78.35334595,6.743956304,2.279913779,-1.333377889,139.661819,-0.963142519,1
141,-0.27,0.52,-12.1,-0.13,0.9969,3.25,2.3,7.6,5,1.39,M,**,3,0.0,0.166511777,0.295335983,2.312374559,1.349087888,2.56327079,2.527897215,104.8864609,3.154615751,615.1281664,4.703983059,3.799789632,-1.333377889,0.110452957,0.020258005,1
142,-1.0,0.46,6.3,0.032,0.99214,2.21,1.52,5.5,2,1.76,B,****,3,0.0,0.468600543,0.046544191,1.364082184,1.341775712,3.11358984,3.044294628,82.61480674,1.584904564,293.5821822,2.463651275,1.519975853,-0.666390912,6.92643933,-1.827413784,1
143,0.18,0.36,64.8,0.034,0.99074,3.16,0.51,11.0,2,1.0,MM,Desc,2,7.692307692,0.444533981,0.992025057,2.896938352,1.329316297,4.863245513,3.050669905,76.79865477,3.01877536,86.60949705,9.853977269,1.519975853,-9.210340372,5.609468132,1.231887532,1
144,0.32,1.7,60.7,-0.551,0.99463,3.27,1.21,11.3,3,1.04,M,***,1,0.0,0.012838315,0.175586273,3.078802643,1.473451499,4.740620073,1.185901468,93.76806262,3.184802505,209.656004,10.39877875,2.279913779,-3.607331064,3.92e-06,-0.499720062,1
145,0.28,0.35,28.9,0.054,0.99178,4.2,0.59,10.7,3,2.05,R,**,3,7.692307692,0.226893548,0.032947068,3.026841417,1.328050923,3.789525194,3.114422672,81.08872332,4.588486547,96.82559289,9.32383366,2.279913779,-0.343217683,0.380754802,-2.172894312,1
146,1.08,0.6,53.5,0.064,1.0439,3.68,0.25,10.3,2,2.74,B,***,1,7.692307692,0.659364149,0.702242246,4.066065938,1.358656201,4.525277836,3.146299055,640.4617094,3.803630953,58.90579596,8.639776654,1.519975853,0.161821371,27.15091518,0.886418502,1
147,-0.65,2.9,70.6,0.421,0.995,2.45,0.78,17.9,3,2.63,B,***,2,0.0,0.791020834,0.440887887,1.818742912,1.574020265,5.036715649,4.284285948,95.51698826,1.947145607,124.6986036,26.09285384,2.279913779,0.096522013,56.23781131,0.420932544,1
148,-0.82,1.11,12.5,0.035,0.98535,2.88,1.65,5.2,2,1.24,R,**,2,0.0,0.932537165,0.407548764,1.597907701,1.41536286,3.299023433,3.053857543,57.22502808,2.596160809,335.4018468,2.202235378,1.519975853,-1.818648618,108.6266607,0.342302924,1
149,0.14,0.33,-44.7,0.104,0.99057,2.99,1.47,20.9,3,3.15,R,***,3,7.692307692,0.91318477,0.580246747,2.844977126,1.325509269,1.588248996,3.27380459,76.11392388,2.762187954,278.587862,35.57178438,2.279913779,0.373387879,99.88655865,0.695594172,1
150,0.33,0.62,17.75,0.038,1.01853,3.23,0.43,13.4,3,1.0,B,***,2,7.692307692,0.458106392,0.616559667,3.09179295,1.361016968,3.456043814,3.063420458,267.0818562,3.124428997,77.22398457,14.62280965,2.279913779,-9.210340372,6.326529481,0.756295611,1
151,0.24,0.55,-46.2,-0.202,0.99931,2.9,-0.94,2.8,2,1.12,M,Desc,3,0.0,0.460365825,0.87933261,2.974880191,1.352699828,1.54338603,2.298387253,117.7430984,2.626347563,4.897742545,0.638591713,1.519975853,-2.511179636,6.452264494,1.111302671,1
152,0.7,0.29,46.5,0.499,1.02159,3.68,0.46,10.3,1,2.83,R,***,2,0.0,0.945163856,0.007397211,3.572434291,1.320381644,4.315917328,4.532921739,299.9952793,3.803630953,80.64918489,8.639776654,0.760037926,0.212248042,114.6304215,-3.666464063,1
153,0.68,-1.28,1.8,0.087,0.9944,4.11,0.52,10.0,2,1.41,MM,Desc,3,0.0,0.804215226,0.737986841,3.546453678,1.041247449,2.979000942,3.219614738,92.69306771,4.452646156,87.84012279,8.143834753,1.519975853,-1.283385975,60.08490205,0.936065919,0
154,0.12,1.41,52.9,0.046,1.04495,2.36,-1.21,10.6,2,1.11,R,**,1,0.0,0.096559609,0.323975651,2.818996513,1.445773814,4.50733265,3.088921565,661.541384,1.811305216,2.050217452,9.150376429,1.519975853,-2.598079024,0.012493679,0.112812079,1
155,1.63,0.8,5.2,0.076,0.99138,2.95,0.11,6.6,4,1.87,M,**,3,0.0,0.359466202,0.777166067,4.780532796,1.381730956,3.080690331,3.184550716,79.41797871,2.701814447,47.08192839,3.547582496,3.039851705,-0.531240754,2.398543747,0.987793832,1
156,-1.1,-0.32,-45.9,0.028,0.99484,3.13,1.77,10.9,2,1.4,M,**,3,0.0,0.257070566,0.519706831,1.234179119,1.233528696,1.552358623,3.031544075,94.75772084,2.973495229,377.829152,9.67563408,1.519975853,-1.308069566,0.627412307,0.585406037,1
157,0.03,0.13,1.2,0.452,0.99114,3.94,0.22,10.6,2,4.41,R,*,2,0.0,0.877327389,0.316038517,2.702083754,1.299249432,2.961055755,4.383102737,78.42800616,4.19605875,56.20321283,9.150376429,1.519975853,0.834606892,85.09818611,0.088007984,0
158,0.61,0.49,2.3,0.099,0.97962,3.38,-1.24,15.1,4,1.98,R,Desc,2,7.692307692,0.532316903,0.799850687,3.455521532,1.345446702,2.993955264,3.257866398,40.79358144,3.350829649,1.837414187,18.56831809,3.039851705,-0.412200487,11.53382619,1.016564765,0
159,0.35,0.3,-70.0,0.299,0.96256,2.66,1.34,11.0,2,4.03,M,Desc,1,0.0,0.580171142,0.556335183,3.117773563,1.321669153,0.831560303,3.895394069,12.04222617,2.26410652,242.287608,9.853977269,1.519975853,0.716462664,16.27469731,0.653511853,0
160,2.73,0.26,12.5,0.049,0.95985,2.81,1.01,3.9,1,3.01,R,**,2,0.0,0.186437798,0.006094008,6.209466512,1.316496351,3.299023433,3.09848448,9.536460649,2.490507172,166.030608,1.238813051,0.760037926,0.306059554,0.173586933,-3.860197815,1
161,0.34,-0.15,4.0,0.064,0.9984,2.68,1.36,10.2,5,3.01,R,Desc,2,0.0,0.909623596,0.103284402,3.104783256,1.259575468,3.044799959,3.146299055,112.7572268,2.294293273,247.626943,8.472834034,3.799789632,0.306059554,98.3375516,-1.030355474,1
162,0.26,0.29,56.7,-0.623,0.99479,3.8,0.56,13.7,2,1.07,R,***,1,0.0,0.193141326,0.269441045,3.000860804,1.320381644,4.620985497,0.956391506,94.52138078,3.984751475,92.89422951,15.28487414,1.519975853,-3.049296563,0.199929675,-0.071505306,1
163,0.57,0.1,-10.0,0.094,0.9972,4.33,3.38,9.2,3,2.2,M,*,3,0.0,0.192253815,0.732008801,3.403560306,1.295170249,2.626078943,3.241928206,106.4265697,4.784700445,1425.248278,6.892983742,2.279913779,-0.209703909,0.196280384,0.927932487,1
164,0.575,0.81,2.6,0.587,0.98409,3.16,-2.32,9.0,7,1.49,B,Desc,1,0.0,0.351441181,0.275810843,3.410055459,1.382854741,3.002927857,4.813433915,53.24914597,3.01877536,1e-16,6.596557518,5.319665484,-1.105196665,2.19143001,-0.048139823,0
165,0.55,-0.25,-21.5,0.029,1.01737,2.02,-2.02,9.8,2,2.96,M,***,2,0.0,0.321890377,0.547701301,3.377579693,1.244452385,2.282129537,3.034731713,255.3418679,1.298130405,0.010949265,7.821350084,1.519975853,0.280871184,1.542253057,0.637871023,1
166,0.33,1.3,2.6,-0.031,0.99782,3.3,2.13,9.4,4,2.39,B,Desc,2,16.66666667,0.213226835,0.854987308,3.09179295,1.43484679,3.002927857,2.843473412,109.6631505,3.230082635,529.4672326,7.195924578,3.039851705,-0.062738577,0.296982896,1.083226144,0
167,0.33,0.64,45.7,0.056,0.9972,3.42,1.47,6.0,3,3.1,MM,Desc,3,7.692307692,0.366417538,0.219810121,3.09179295,1.363365514,4.291990413,3.120797949,106.4265697,3.411203157,278.587862,2.931917492,2.279913779,0.349859021,2.589518707,-0.275088991,1
168,0.48,0.3,1.5,0.037,0.97418,4.35,-1.22,15.5,2,2.9,R,**,3,0.0,0.818116825,0.945188418,3.286647547,1.321669153,2.970028349,3.06023282,28.74050961,4.814887199,1.977334169,19.56507644,1.519975853,0.249782981,64.3482813,1.183523567,1
169,-0.77,1.23,4.6,0.338,0.99018,3.04,0.43,13.1,4,1.5,M,*,2,0.0,0.328721657,0.4435018,1.662859233,1.427761078,3.062745145,4.019711964,74.5603769,2.837654838,77.22398457,13.97540304,3.039851705,-1.084999998,1.677394793,0.426843756,1
170,-0.48,0.29,54.4,-0.216,1.00726,3.33,-2.32,11.0,2,3.73,M,Desc,1,0.0,0.091081659,0.109993173,2.039578122,1.320381644,4.552195616,2.253760316,168.6515956,3.275362765,1e-16,9.853977269,1.519975853,0.612207021,0.009891177,-0.967424835,1
171,0.23,0.42,-97.8,0.044,0.96061,3.22,0.48,11.8,2,1.09,R,*,3,0.0,0.009101502,0.035545554,2.961889885,1.336833698,0.0001,3.082546288,10.19536683,3.109335621,82.99511098,11.33935428,1.519975853,-2.798451144,9.92e-07,-2.096986362,1
172,-1.25,0.31,1.7,0.079,0.99716,3.43,1.12,2.8,3,2.0,B,Desc,1,0.0,0.059972958,0.215976234,1.039324521,1.32295291,2.976010077,3.194113631,106.2202481,3.426296533,189.0790654,0.638591713,2.279913779,-0.3920008,0.001859907,-0.292684529,0
173,0.41,0.3,3.2,0.289,0.9927,2.37,1.5,11.7,2,6.79,R,**,3,7.692307692,0.0215774,0.915946929,3.195715402,1.321669153,3.020873043,3.863517685,85.03140291,1.826398593,287.5136501,11.14798187,1.519975853,1.36400905,3.12e-05,1.152097775,1
174,1.93,0.24,1.7,0.077,1.04248,2.81,0.6,9.2,2,1.77,B,*,1,7.692307692,0.72819462,0.95524973,5.170241992,1.313886918,2.976010077,3.187738354,612.7602024,2.490507172,98.16336223,6.892983742,1.519975853,-0.653321359,40.3895826,1.194112054,0
175,-0.29,-1.34,-10.2,0.024,0.99234,3.37,0.58,12.5,1,5.47,B,****,2,0.0,0.603165857,0.777049029,2.286393946,1.025100593,2.620097214,3.018793521,83.47188224,3.335736273,95.50154369,12.72456344,0.760037926,1.105272716,19.01226034,0.987643226,1
176,0.21,0.27,-97.8,-0.338,1.03285,3.16,0.61,10.3,2,4.3,B,***,3,0.0,0.688625067,0.922363038,2.935909272,1.31779527,0.0001,1.864868437,447.8612784,3.01877536,99.51494617,8.639776654,1.519975853,0.801818516,32.30076591,1.159078229,1
177,0.26,-0.08,-3.75,0.049,1.0739,3.06,0.44,4.2,3,4.26,M,Desc,3,0.0,0.233665947,0.339708902,3.000860804,1.269846187,2.813007968,3.09848448,1476.674885,2.867841592,78.35334595,1.436711488,2.279913779,0.789623793,0.428287357,0.160232484,0
178,-1.21,1.92,11.3,0.048,0.96491,3.18,-0.69,10.3,4,3.62,R,*,2,0.0,0.52805076,0.70650928,1.091285747,1.493453149,3.26313306,3.095296842,14.58893256,3.048962113,9.532616335,8.639776654,3.039851705,0.571082006,11.16851544,0.892476396,1
179,-0.17,-0.39,1.9,0.036,0.94561,1.91,1.7,11.9,2,2.79,B,Desc,2,7.692307692,0.827002351,0.651889172,2.442277624,1.222306838,2.981991806,3.057045181,2.092500686,1.13210326,352.6201534,11.53235535,1.519975853,0.190149502,67.18963729,0.812014883,1
180,-0.95,0.39,-6.9,0.034,0.9942,3.18,0.46,11.5,3,3.37,R,**,2,0.0,0.994365352,0.388696572,1.429033716,1.333090894,2.718795739,3.050669905,91.76582637,3.048962113,80.64918489,10.77012301,2.279913779,0.470803602,140.4281153,0.294941612,1
181,0.33,0.3,27.8,0.036,0.99028,3.25,2.38,12.5,2,4.31,R,***,3,7.692307692,0.993427594,0.736289136,3.09179295,1.321669153,3.756625686,3.057045181,74.95643359,3.154615751,658.8530328,12.72456344,1.519975853,0.804844101,139.8991367,0.933762822,1
182,0.665,0.19,66.1,0.048,0.99487,3.26,0.71,11.0,1,1.35,M,Desc,2,7.692307692,0.51856462,0.76981615,3.526968218,1.307294424,4.902126751,3.095296842,94.89973745,3.169709128,113.8116003,9.853977269,0.760037926,-1.441548116,10.38735983,0.978291523,1
183,0.38,0.4,2.2,0.068,1.01176,4.35,1.86,17.6,5,3.52,M,Desc,1,0.0,0.307848813,0.443047871,3.156744482,1.334341997,2.990964399,3.159049609,203.9304585,4.814887199,412.198598,25.22557911,3.799789632,0.532168831,1.290259927,0.425819726,0
184,0.41,1.06,65.0,0.096,0.99734,3.26,0.63,10.2,5,1.29,R,Desc,2,0.0,0.014501161,0.264834782,3.195715402,1.410099373,4.869227242,3.248303483,107.1510628,3.169709128,102.2599373,8.472834034,3.799789632,-1.629512892,6.38e-06,-0.088748606,0
185,0.84,0.03,2.3,0.09,0.9952,4.36,0.56,8.2,2,2.23,R,Desc,1,7.692307692,0.796456843,0.944379228,3.754298582,1.285499316,2.993955264,3.229177653,96.47247836,4.829980576,92.89422951,5.475998731,1.519975853,-0.185014305,57.79968776,1.182667087,0
186,-0.9,0.18,52.6,-0.082,0.96083,2.74,1.86,15.3,2,2.32,R,**,1,0.0,0.844469433,0.035972782,1.493985249,1.305963889,4.498360057,2.680903856,10.39231871,2.384853534,412.198598,19.06343996,1.519975853,-0.114404941,73.04835137,-2.085039566,1
187,0.145,-0.53,9.1,0.229,0.99012,1.28,0.37,13.9,3,3.71,M,*,1,0.0,0.597859031,0.63977107,2.851472279,1.198887639,3.197334043,3.672259384,74.32349753,0.181220522,70.70202589,15.73439373,2.279913779,0.604854447,18.35195364,0.793250791,1
188,0.22,0.28,7.2,0.06,0.9935,2.99,0.23,8.5,3,6.83,R,**,3,0.0,0.478750153,0.069854376,2.948899578,1.319090359,3.140507619,3.133548502,88.57517284,2.762187954,57.09351073,5.88399338,2.279913779,1.370893584,7.546289002,-1.421418961,1
